Date,Grade,Price
2021-05,9,1963.4577777777777
2021-06,9,1963.4577777777777
2021-07,9,1134.7736363636363
2021-08,9,1134.7736363636363
2021-09,9,1134.7736363636363
2021-10,9,1134.7736363636363
2021-11,9,1134.7736363636363
2021-12,9,1134.7736363636363
2022-01,9,1178.5
2022-02,9,1178.5
2022-03,9,1178.5
2022-04,9,1178.5
2022-05,9,1012.5
2022-06,9,1012.5
2022-07,9,1012.5
2022-08,9,1012.5
2022-09,9,1208.3333333333333
2022-10,9,926.6666666666666
2022-11,9,926.6666666666666
2022-12,9,926.6666666666666
2023-01,9,926.6666666666666
2023-02,9,926.6666666666666
2023-03,9,1041.53
2016-10,10,775.0
2016-11,10,775.0
2016-12,10,640.995
2017-01,10,625.0
2017-02,10,592.3333333333334
2017-03,10,704.5
2017-04,10,840.0
2017-05,10,1058.0
2017-06,10,939.3333333333334
2017-07,10,1243.03
2017-08,10,1602.8
2017-09,10,1602.8
2017-10,10,1575.0
2017-11,10,1921.8333333333333
2017-12,10,1775.5
2018-01,10,1822.995
2018-02,10,1480.3014285714287
2018-03,10,1280.6
2018-04,10,1744.4257142857143
2018-05,10,1360.9
2018-06,10,1240.3283333333334
2018-07,10,1253.0
2018-08,10,1509.9959999999999
2018-09,10,1509.9959999999999
2018-10,10,1509.9959999999999
2018-11,10,1509.9959999999999
2018-12,10,1283.3333333333333
2019-01,10,1060.0
2019-02,10,1213.5
2019-03,10,1312.5
2019-04,10,1199.0
2019-05,10,1363.74
2019-06,10,1410.3400000000001
2019-07,10,1767.45
2019-08,10,1767.45
2019-09,10,1716.0
2019-10,10,1726.395
2019-11,10,2249.0
2019-12,10,1552.275
2020-01,10,1552.275
2020-02,10,1868.7475
2020-03,10,2457.4849999999997
2020-04,10,2457.4849999999997
2020-05,10,4249.95
2020-06,10,5700.0
2020-07,10,5742.204285714286
2020-08,10,7600.0
2020-09,10,8395.125
2020-10,10,30800.0
2020-11,10,15866.666666666666
2020-12,10,15866.666666666666
2021-01,10,10000.0
2021-02,10,10000.0
2021-03,10,18100.0
2021-04,10,18100.0
2021-05,10,18100.0
2021-06,10,18100.0
2021-07,10,11100.0
2021-08,10,11100.0
2021-09,10,11100.0
2021-10,10,11100.0
2021-11,10,11100.0
2021-12,10,11100.0
2022-01,10,11100.0
2022-02,10,11100.0
2022-03,10,11100.0
2022-04,10,11100.0
2022-05,10,8580.0
